Drug_ID	Drug	Y
"(8-methyl-8-azabicyclo[3.2.1]octan-3-yl) 3-hydroxy-2-phenylpropanoate"	"CN1C2CCC1CC(C2)OC(=O)C(CO)C3=CC=CC=C3"	-0.06
"[(1s,5r)-8-methyl-8-azabicyclo[3.2.1]octan-3-yl] 3-hydroxy-2-phenylpropanoate"	"CN1[C@@H]2CC[C@H]1CC(C2)OC(=O)C(CO)C3=CC=CC=C3"	-0.06
"2-ethoxybenzamide"	"CCOC1=CC=CC=C1C(=O)N"	-0.05
"4-(18f)fluoranyl-1,5-dimethyl-2-phenylpyrazol-3-one"	"CC1=C(C(=O)N(N1C)C2=CC=CC=C2)[18F]"	-0.05
"2-(4-fluorophenyl)-1,5-dimethylpyrazol-3-one"	"CC1=CC(=O)N(N1C)C2=CC=C(C=C2)F"	-0.05
"5-bromo-7,11-diazatricyclo[7.3.1.02,7]trideca-2,4-dien-6-one"	"C1C2CNCC1C3=CC=C(C(=O)N3C2)Br"	-0.05
"12-bromo-7,11-diazatricyclo[7.3.1.02,7]trideca-2,4-dien-6-one"	"C1C2CNC(C1C3=CC=CC(=O)N3C2)Br"	-0.05
"(1r,9r)-12-bromo-7,11-diazatricyclo[7.3.1.02,7]trideca-2,4-dien-6-one"	"C1[C@@H]2CNC([C@H]1C3=CC=CC(=O)N3C2)Br"	-0.05
"n-[1-[[5-chloro-2-(2-methylpropoxy)phenyl]methyl]-5-methylpyrazol-3-yl]-4-(ethylaminomethyl)benzamide"	"CCNCC1=CC=C(C=C1)C(=O)NC2=NN(C(=C2)C)CC3=C(C=CC(=C3)Cl)OCC(C)C"	-0.05
"n-(2,6-dimethylphenyl)-5-[3-(2-pyrrolidin-1-ylethoxy)phenyl]imidazo[1,5-a]pyrazin-8-amine"	"CC1=C(C(=CC=C1)C)NC2=NC=C(N3C2=CN=C3)C4=CC(=CC=C4)OCCN5CCCC5"	-0.05
"2-(2,6-dioxopiperidin-3-yl)isoindole-1,3-dione"	"C1CC(=O)NC(=O)C1N2C(=O)C3=CC=CC=C3C2=O"	-0.05
"2-(5-methyl-1,3-thiazol-2-yl)guanidine"	"CC1=CN=C(S1)N=C(N)N"	-0.04
"2-(4-methyl-1,3-thiazol-2-yl)guanidine"	"CC1=CSC(=N1)N=C(N)N"	-0.04
"2-[4-(2-methyl-1h-imidazol-5-yl)-1,3-thiazol-2-yl]guanidine"	"CC1=NC=C(N1)C2=CSC(=N2)N=C(N)N"	-0.04
"oxidane"	"O"	-0.04
"1,3-benzodioxol-5-ol"	"C1OC2=C(O1)C=C(C=C2)O"	-0.04
"6,7,8,9-tetrahydro-5h-tetrazolo[1,5-a]azepine"	"C1CCC2=NN=NN2CC1"	-0.03
"(4r)-8-chloro-6-(2-fluorophenyl)-1-methyl-4h-imidazo[1,5-a][1,4]benzodiazepin-4-ol"	"CC1=NC=C2N1C3=C(C=C(C=C3)Cl)C(=N[C@@H]2O)C4=CC=CC=C4F"	-0.03
"8-chloro-2-[3-(4-phenylpiperidin-1-yl)propyl]-3h-quinazolin-4-one"	"C1CN(CCC1C2=CC=CC=C2)CCCC3=NC4=C(C=CC=C4Cl)C(=O)N3"	-0.03
"butan-1-ol"	"CCCCO"	-0.02
"2-chloro-1,1-difluoroethene"	"C(=C(F)F)Cl"	-0.02
"benzyl 4-[(pyridin-2-ylamino)methyl]piperidine-1-carboxylate"	"C1CN(CCC1CNC2=CC=CC=N2)C(=O)OCC3=CC=CC=C3"	-0.02
"3-[3-(piperidin-1-ylmethyl)phenoxy]propan-1-ol"	"C1CCN(CC1)CC2=CC(=CC=C2)OCCCO"	-0.02
"4-(4-acetylpiperazin-1-yl)-n-[1-[3,5-bis(trifluoromethyl)phenyl]ethyl]-2-(4-fluoro-2-methylphenyl)-n-methylpiperidine-1-carboxamide"	"CC1=C(C=CC(=C1)F)C2CC(CCN2C(=O)N(C)C(C)C3=CC(=CC(=C3)C(F)(F)F)C(F)(F)F)N4CCN(CC4)C(=O)C"	-0.01
"[(1s,3r,7s,8s,8ar)-8-[2-[(2r,4r)-4-hydroxy-6-oxooxan-2-yl]ethyl]-3,7-dimethyl-1,2,3,7,8,8a-hexahydronaphthalen-1-yl] 2,2-dimethylbutanoate"	"CCC(C)(C)C(=O)O[C@H]1C[C@H](C=C2[C@H]1[C@H]([C@H](C=C2)C)CC[C@@H]3C[C@H](CC(=O)O3)O)C"	-0.01
"pentan-2-one"	"CCCC(=O)C"	-0.01
"1-(4-bromophenyl)-8-[4-(4-fluorophenyl)-4-oxobutyl]-3-propyl-1,3,8-triazaspiro[4.5]decan-4-one"	"CCCN1CN(C2(C1=O)CCN(CC2)CCCC(=O)C3=CC=C(C=C3)F)C4=CC=C(C=C4)Br"	-0.01
"[4-[3-(ethylamino)pyridin-2-yl]piperazin-1-yl]-(5-methoxy-1h-indol-2-yl)methanone"	"CCNC1=C(N=CC=C1)N2CCN(CC2)C(=O)C3=CC4=C(N3)C=CC(=C4)OC"	-0.01
"1-fluoro-3-(2-nitroimidazol-1-yl)propan-2-ol"	"C1=CN(C(=N1)[N+](=O)[O-])CC(CF)O"	-0.01
"1-(fluoromethoxy)-3-(2-nitroimidazol-1-yl)propan-2-ol"	"C1=CN(C(=N1)[N+](=O)[O-])CC(COCF)O"	-0.01
"n-(3,4-dihydro-2h-chromen-2-ylmethyl)-n'-(1,4,5,6-tetrahydropyrimidin-2-yl)propane-1,3-diamine"	"C1CNC(=NC1)NCCCNCC2CCC3=CC=CC=C3O2"	-0.01
"8-chloro-1-methyl-6-phenyl-4h-[1,2,4]triazolo[4,3-a][1,4]benzodiazepine"	"CC1=NN=C2N1C3=C(C=C(C=C3)Cl)C(=NC2)C4=CC=CC=C4"	0.0
"methane"	"C"	0.0
"1-[2-(1,2-benzoxazol-3-yl)phenyl]but-3-en-1-amine"	"C=CCC(C1=CC=CC=C1C2=NOC3=CC=CC=C32)N"	0.0
"17-hydroxy-10,13-dimethyl-1,2,6,7,8,9,11,12,14,15,16,17-dodecahydrocyclopenta[a]phenanthren-3-one"	"CC12CCC3C(C1CCC2O)CCC4=CC(=O)CCC34C"	0.0
"(6ar,10ar)-6,6,9-trimethyl-3-pentyl-6a,7,8,10a-tetrahydrobenzo[c]chromen-1-ol"	"CCCCCC1=CC(=C2[C@@H]3C=C(CC[C@H]3C(OC2=C1)(C)C)C)O"	0.0
"ethyl acetate"	"CCOC(=O)C"	0.0
"17-methyl-17-azatetracyclo[7.5.3.01,10.02,7]heptadeca-2(7),3,5-trien-4-ol"	"CN1CCC23CCCCC2C1CC4=C3C=C(C=C4)O"	0.0
"(1r,9r,10r)-17-methyl-17-azatetracyclo[7.5.3.01,10.02,7]heptadeca-2(7),3,5-trien-4-ol"	"CN1CC[C@]23CCCC[C@H]2[C@H]1CC4=C3C=C(C=C4)O"	0.0
"4-(dimethylamino)-1,5-dimethyl-2-phenylpyrazol-3-one"	"CC1=C(C(=O)N(N1C)C2=CC=CC=C2)N(C)C"	0.0
"2-cyclopropyl-7-methyl-2,4,9,15-tetrazatricyclo[9.4.0.03,8]pentadeca-1(11),3,5,7,12,14-hexaen-10-one"	"CC1=C2C(=NC=C1)N(C3=C(C=CC=N3)C(=O)N2)C4CC4"	0.0
"tricyclo[9.4.0.03,8]pentadeca-1(15),3,5,7,9,11,13-heptaene-2-carboxamide"	"C1=CC=C2C(C3=CC=CC=C3C=CC2=C1)C(=O)N"	0.0
"oxirane"	"C1CO1"	0.01
"5-ethyl-5-heptyl-1,3-diazinane-2,4,6-trione"	"CCCCCCCC1(C(=O)NC(=O)NC1=O)CC"	0.02
"methanol"	"CO"	0.02
"molecular nitrogen"	"N#N"	0.03
"argon"	"[Ar]"	0.03
"nitrous oxide"	"[N-]=[N+]=O"	0.03
"hydrazine"	"NN"	0.03
"3-methylbutan-1-ol"	"CC(C)CCO"	0.04
"2-methylbutan-1-ol"	"CCC(C)CO"	0.04
"3-hydroxy-3-phenylpentanamide"	"CCC(CC(=O)N)(C1=CC=CC=C1)O"	0.04
"(e)-1,2-dichloroethene"	"C(=C/Cl)\Cl"	0.04
"5-ethyl-5-(3-methylbutyl)-1,3-diazinane-2,4-dione"	"CCC1(CNC(=O)NC1=O)CCC(C)C"	0.04
"n-tert-butyl-1-phenylmethanimine oxide"	"CC(C)(C)/[N+](=C\C1=CC=CC=C1)/[O-]"	0.05
"2-(diethylamino)ethyl 4-aminobenzoate"	"CCN(CC)CCOC(=O)C1=CC=C(C=C1)N"	0.05
"2-(1-methylpiperidin-4-yl)-6-(2-phenylpyrazolo[1,5-a]pyridin-3-yl)pyridazin-3-one"	"CN1CCC(CC1)N2C(=O)C=CC(=N2)C3=C4C=CC=CN4N=C3C5=CC=CC=C5"	0.06
"1,7-dimethyl-5,8-dihydro-3h-purine-2,6-dione"	"CN1CN=C2C1C(=O)N(C(=O)N2)C"	0.06
"1,7-dimethyl-4,5-dihydro-3h-purine-2,6-dione"	"CN1C=NC2C1C(=O)N(C(=O)N2)C"	0.06
"2-methylbutan-2-ol"	"CCC(C)(C)O"	0.07
"1-(4-bromophenyl)-8-[4-(4-fluorophenyl)-4-oxobutyl]-1,3,8-triazaspiro[4.5]decan-4-one"	"C1CN(CCC12C(=O)NCN2C3=CC=C(C=C3)Br)CCCC(=O)C4=CC=C(C=C4)F"	0.07
"2-cyano-n-methyl-4-[(1-propan-2-ylpiperidin-4-yl)methoxy]-6-(spiro[3.5]nonan-7-ylmethylamino)pyrimidine-5-carboxamide"	"CC(C)N1CCC(CC1)COC2=NC(=NC(=C2C(=O)NC)NCC3CCC4(CCC4)CC3)C#N"	0.08
"(3,4,8b-trimethyl-2,3a-dihydro-1h-pyrrolo[2,3-b]indol-7-yl) n-methylcarbamate"	"CC12CCN(C1N(C3=C2C=C(C=C3)OC(=O)NC)C)C"	0.08
"3-o-(2-methoxyethyl) 5-o-propan-2-yl 2,6-dimethyl-4-(3-nitrophenyl)-1,4-dihydropyridine-3,5-dicarboxylate"	"CC1=C(C(C(=C(N1)C)C(=O)OC(C)C)C2=CC(=CC=C2)[N+](=O)[O-])C(=O)OCCOC"	0.08
"1,1,1-trichloro-2-fluoroethane"	"C(C(Cl)(Cl)Cl)F"	0.08
"5-ethyl-5-propyl-1,3-diazinane-2,4,6-trione"	"CCCC1(C(=O)NC(=O)NC1=O)CC"	0.09
"5-ethyl-5-pentyl-1,3-diazinane-2,4,6-trione"	"CCCCCC1(C(=O)NC(=O)NC1=O)CC"	0.09
"1-(4-amino-5-chloro-2-methoxyphenyl)-4-(diethylamino)butan-1-one"	"CCN(CC)CCCC(=O)C1=CC(=C(C=C1OC)N)Cl"	0.09
"4-fluoro-n-[2-[4-(2-methoxyphenyl)piperazin-1-yl]ethyl]-n-pyridin-2-ylbenzamide"	"COC1=CC=CC=C1N2CCN(CC2)CCN(C3=CC=CC=N3)C(=O)C4=CC=C(C=C4)F"	0.09
"5-(2-fluorophenyl)-1-methyl-7-nitro-3h-1,4-benzodiazepin-2-one"	"CN1C(=O)CN=C(C2=C1C=CC(=C2)[N+](=O)[O-])C3=CC=CC=C3F"	0.1
"1,7-dimethyl-3h-purine-2,6-dione"	"CN1C=NC2=C1C(=O)N(C(=O)N2)C"	0.1
"[(3ar,8bs)-3,4,8b-trimethyl-2,3a-dihydro-1h-pyrrolo[2,3-b]indol-7-yl] n-methylcarbamate"	"C[C@@]12CCN([C@@H]1N(C3=C2C=C(C=C3)OC(=O)NC)C)C"	0.1
"2-carboxy-4-hydroxyphenolate"	"C1=CC(=C(C=C1O)C(=O)O)[O-]"	0.1
"[(e)-6,6-dimethylhept-2-en-4-ynyl]-methyl-(naphthalen-1-ylmethyl)azanium"	"CC(C)(C)C#C/C=C/C[NH+](C)CC1=CC=CC2=CC=CC=C21"	0.1
"(5-ethenyl-2-bicyclo[2.2.2]octanyl)-(6-methoxyquinolin-4-yl)methanol"	"COC1=CC2=C(C=CN=C2C=C1)C(C3CC4CCC3CC4C=C)O"	0.1
"2-ethenoxy-1,1,1-trifluoroethane"	"C=COCC(F)(F)F"	0.1
"5-(cyclohexen-1-yl)-1,5-dimethyl-1,3-diazinane-2,4-dione"	"CC1(CN(C(=O)NC1=O)C)C2=CCCCC2"	0.1
"(2s)-2-(6-methoxynaphthalen-2-yl)propanoic acid"	"C[C@@H](C1=CC2=C(C=C1)C=C(C=C2)OC)C(=O)O"	0.1
"n-[3-[3-(piperidin-1-ylmethyl)phenoxy]propyl]-1,3-benzothiazol-2-amine"	"C1CCN(CC1)CC2=CC(=CC=C2)OCCCNC3=NC4=CC=CC=C4S3"	0.1
"2-methylpropan-2-ol"	"CC(C)(C)O"	0.11
"n-[[5-(3,5-dimethylpyrazol-1-yl)-2-methoxyphenyl]methyl]-2-phenylpiperidin-3-amine"	"CC1=CC(=NN1C2=CC(=C(C=C2)OC)CNC3CCCNC3C4=CC=CC=C4)C"	0.11
"(4r,4as,7ar,12bs)-4a-hydroxy-9-methoxy-3-methyl-2,4,5,6,7a,13-hexahydro-1h-4,12-methanobenzofuro[3,2-e]isoquinolin-7-one"	"CN1CC[C@]23[C@@H]4C(=O)CC[C@]2([C@H]1CC5=C3C(=C(C=C5)OC)O4)O"	0.11
"21-methyl-3,13-diaza-21-azoniapentacyclo[11.8.0.02,10.04,9.015,20]henicosa-1(21),4,6,8,15,17,19-heptaen-14-one"	"C[N+]1=C2C3C(CCN2C(=O)C4=CC=CC=C41)C5=CC=CC=C5N3"	0.11
"4-methyl-6-[[1-[2-(2-methylquinolin-5-yl)oxyethyl]piperidin-4-yl]methyl]-1,4-benzoxazin-3-one"	"CC1=NC2=C(C=C1)C(=CC=C2)OCCN3CCC(CC3)CC4=CC5=C(C=C4)OCC(=O)N5C"	0.11
"n-(2,6-dichlorophenyl)-2,5-dihydro-1h-imidazol-2-amine"	"C1C=NC(N1)NC2=C(C=CC=C2Cl)Cl"	0.11
"2-(difluoromethoxy)-1,1,1,2-tetrafluoroethane"	"C(C(F)(F)F)(OC(F)F)F"	0.11
"2-(5,6-dichloroindazol-1-yl)ethanamine"	"C1=C2C=NN(C2=CC(=C1Cl)Cl)CCN"	0.11
"propyl acetate"	"CCCOC(=O)C"	0.12
"1,4-bis(ethenoxy)butane"	"C=COCCCCOC=C"	0.12
"(e)-1-fluoro-2-[(e)-2-fluoroethenoxy]ethene"	"C(=C/F)\O/C=C/F"	0.13
"benzyl 4-[(pyridin-4-ylamino)methyl]piperidine-1-carboxylate"	"C1CN(CCC1CNC2=CC=NC=C2)C(=O)OCC3=CC=CC=C3"	0.13
"6-chloro-4-[[1-[(e)-3-phenylprop-2-enyl]piperidin-4-yl]amino]chromen-2-one"	"C1CN(CCC1NC2=CC(=O)OC3=C2C=C(C=C3)Cl)C/C=C/C4=CC=CC=C4"	0.13
"4-amino-3-chloro-n-[2-(diethylamino)ethyl]benzamide"	"CCN(CC)CCNC(=O)C1=CC(=C(C=C1)N)Cl"	0.14
"1-[(5-chloro-2-phenylmethoxyphenyl)methyl]-5-methyl-n-[4-(methylaminomethyl)phenyl]pyrazole-3-carboxamide"	"CC1=CC(=NN1CC2=C(C=CC(=C2)Cl)OCC3=CC=CC=C3)C(=O)NC4=CC=C(C=C4)CNC"	0.15
"2-(2,4-dichlorophenoxy)acetic acid"	"C1=CC(=C(C=C1Cl)Cl)OCC(=O)O"	0.15
"1,2,4-trimethylbenzene"	"CC1=CC(=C(C=C1)C)C"	0.16
"n-(2,4-dichlorophenyl)-4,5-dihydro-1h-imidazol-2-amine"	"C1CN=C(N1)NC2=C(C=C(C=C2)Cl)Cl"	0.16
"1-[4-[4-[4-(trifluoromethyl)pyridin-2-yl]piperazin-1-yl]butyl]pyrrolidin-2-one"	"C1CC(=O)N(C1)CCCCN2CCN(CC2)C3=NC=CC(=C3)C(F)(F)F"	0.16
"2-methoxy-2-methylbutane"	"CCC(C)(C)OC"	0.17
"1-chloro-4-(trifluoromethyl)benzene"	"C1=CC(=CC=C1C(F)(F)F)Cl"	0.17
"4-methyl-6-phenyl-3-(4-pyrimidin-2-ylpiperazin-1-yl)pyridazine"	"CC1=CC(=NN=C1N2CCN(CC2)C3=NC=CC=N3)C4=CC=CC=C4"	0.18
"2-(4-ethoxyphenyl)-3-(4-methylsulfonylphenyl)pyrazolo[1,5-b]pyridazine"	"CCOC1=CC=C(C=C1)C2=NN3C(=C2C4=CC=C(C=C4)S(=O)(=O)C)C=CC=N3"	0.18
"5-butyl-5-ethyl-1,3-diazinane-2,4,6-trione"	"CCCCC1(C(=O)NC(=O)NC1=O)CC"	0.19
"10-[2-(1-methylpiperidin-2-yl)ethyl]-2-methylsulfonylphenothiazine"	"CN1CCCCC1CCN2C3=CC=CC=C3SC4=C2C=C(C=C4)S(=O)(=O)C"	0.2
"5-pentan-2-yl-5-prop-2-enyl-1,3-diazinane-2,4,6-trione"	"CCCC(C)C1(C(=O)NC(=O)NC1=O)CC=C"	0.2
"5-[(2r)-pentan-2-yl]-5-prop-2-enyl-1,3-diazinane-2,4,6-trione"	"CCC[C@@H](C)C1(C(=O)NC(=O)NC1=O)CC=C"	0.2
"pentan-1-ol"	"CCCCCO"	0.2
"2-[2-[(dimethylamino)methyl]phenyl]sulfanyl-5-fluoroaniline"	"CN(C)CC1=CC=CC=C1SC2=C(C=C(C=C2)F)N"	0.2
"12-methoxy-7-methyl-16-oxa-7-azatetracyclo[11.2.1.05,15.09,14]hexadeca-4,9(14),10,12-tetraen-3-ol"	"CN1CC2=C3C4C(CC(C=C4C1)O)OC3=C(C=C2)OC"	0.2
"n-(4-chlorophenyl)-4-(pyridin-4-ylmethyl)phthalazin-1-amine"	"C1=CC=C2C(=C1)C(=NN=C2NC3=CC=C(C=C3)Cl)CC4=CC=NC=C4"	0.2
"(2r)-2-chloro-1-(difluoromethoxy)-1,1,2-trifluoroethane"	"[C@@H](C(OC(F)F)(F)F)(F)Cl"	0.2
"neon"	"[Ne]"	0.2
"2-ethoxy-2-methylpropane"	"CCOC(C)(C)C"	0.22
"3-(3,3-dimethyl-1-phenyl-2-benzothiophen-1-yl)-n-methylpropan-1-amine"	"CC1(C2=CC=CC=C2C(S1)(CCCNC)C3=CC=CC=C3)C"	0.22
"(1r,9r,10s)-4-methoxy-17-methyl-17-azatetracyclo[7.5.3.01,10.02,7]heptadeca-2(7),3,5-triene"	"CN1CC[C@]23CCCC[C@@H]2[C@H]1CC4=C3C=C(C=C4)OC"	0.22
"n-[3-[3-(piperidin-1-ylmethyl)phenoxy]propyl]-1,3-benzoxazol-2-amine"	"C1CCN(CC1)CC2=CC(=CC=C2)OCCCNC3=NC4=CC=CC=C4O3"	0.22
"(9-methyl-3-oxa-9-azatricyclo[3.3.1.02,4]nonan-7-yl) 3-hydroxy-2-phenylpropanoate"	"CN1C2CC(CC1C3C2O3)OC(=O)C(CO)C4=CC=CC=C4"	0.23
"(9-methyl-3-oxa-9-azatricyclo[3.3.1.02,4]nonan-7-yl) (2r)-3-hydroxy-2-phenylpropanoate"	"CN1C2CC(CC1C3C2O3)OC(=O)[C@@H](CO)C4=CC=CC=C4"	0.23
"n-(2,6-dimethylphenyl)-5-[4-(2-pyrrolidin-1-ylethoxy)phenyl]imidazo[1,5-a]pyrazin-8-amine"	"CC1=C(C(=CC=C1)C)NC2=NC=C(N3C2=CN=C3)C4=CC=C(C=C4)OCCN5CCCC5"	0.23
"pyrene"	"C1=CC2=C3C(=C1)C=CC4=CC=CC(=C43)C=C2"	0.23
"5-ethyl-5-octyl-1,3-diazinane-2,4,6-trione"	"CCCCCCCCC1(C(=O)NC(=O)NC1=O)CC"	0.24
"n-[[2-methoxy-5-[5-(trifluoromethyl)tetrazol-1-yl]phenyl]methyl]-2-phenylpiperidin-3-amine"	"COC1=C(C=C(C=C1)N2C(=NN=N2)C(F)(F)F)CNC3CCCNC3C4=CC=CC=C4"	0.24
"5-[2-(dipropylamino)ethyl]-1,3-dihydroindol-2-one"	"CCCN(CCC)CCC1=CC2=C(C=C1)NC(=O)C2"	0.25
"8-[4-(4-fluorophenyl)-4-oxobutyl]-1-phenyl-1,3,8-triazaspiro[4.5]decan-4-one"	"C1CN(CCC12C(=O)NCN2C3=CC=CC=C3)CCCC(=O)C4=CC=C(C=C4)F"	0.26
"4-propyl-2,3,4a,5,6,10b-hexahydrobenzo[h][1,4]benzoxazin-9-ol"	"CCCN1CCOC2C1CCC3=C2C=C(C=C3)O"	0.26
"2-bromo-1,1,1,2-tetrafluoroethane"	"C(C(F)(F)F)(F)Br"	0.27
"ethyl 4-aminobenzoate"	"CCOC(=O)C1=CC=C(C=C1)N"	0.27
"3-bromo-1,1,1,3-tetrafluoropropane"	"C(C(F)Br)C(F)(F)F"	0.27
"butyl acetate"	"CCCCOC(=O)C"	0.28
"6-chloro-11-methyl-10-(3-methylbut-2-enyl)-1,3,10-triazatricyclo[6.4.1.04,13]trideca-4,6,8(13)-triene-2-thione"	"CC1CN2C3=C(CN1CC=C(C)C)C=C(C=C3NC2=S)Cl"	0.28
"1-[(z)-2-chloro-2-(2,4-dichlorophenyl)ethenyl]-1,2,4-triazole"	"C1=CC(=C(C=C1Cl)Cl)/C(=C/N2C=NC=N2)/Cl"	0.28
"2-[3-[4-[2-tert-butyl-6-(trifluoromethyl)pyrimidin-4-yl]piperazin-1-yl]propylsulfanyl]-1h-pyrimidin-6-one"	"CC(C)(C)C1=NC(=CC(=N1)N2CCN(CC2)CCCSC3=NC=CC(=O)N3)C(F)(F)F"	0.3
"3-methyl-2-phenyl-n-(1-phenylpropyl)quinoline-4-carboxamide"	"CCC(C1=CC=CC=C1)NC(=O)C2=C(C(=NC3=CC=CC=C32)C4=CC=CC=C4)C"	0.3
"9-(methylsulfanylmethyl)-7-propyl-6,6a,8,9,10,10a-hexahydro-4h-indolo[4,3-fg]quinoline"	"CCCN1CC(CC2C1CC3=CNC4=CC=CC2=C34)CSC"	0.3
"(6ar,9r,10ar)-9-(methylsulfanylmethyl)-7-propyl-6,6a,8,9,10,10a-hexahydro-4h-indolo[4,3-fg]quinoline"	"CCCN1C[C@@H](C[C@H]2[C@H]1CC3=CNC4=CC=CC2=C34)CSC"	0.3
"3-methyl-2-phenyl-n-[(1s)-1-phenylpropyl]quinoline-4-carboxamide"	"CC[C@@H](C1=CC=CC=C1)NC(=O)C2=C(C(=NC3=CC=CC=C32)C4=CC=CC=C4)C"	0.3
"4-methyl-n-(2-morpholin-4-ylethyl)-6-phenylpyridazin-3-amine"	"CC1=CC(=NN=C1NCCN2CCOCC2)C3=CC=CC=C3"	0.3
"n-[1-[[5-chloro-2-(2-methylpropoxy)phenyl]methyl]-5-methylpyrazol-3-yl]-4-(pyrrolidin-1-ylmethyl)benzamide"	"CC1=CC(=NN1CC2=C(C=CC(=C2)Cl)OCC(C)C)NC(=O)C3=CC=C(C=C3)CN4CCCC4"	0.3
"n-[3-(4-methylimidazol-1-yl)phenyl]-5,6-dihydrobenzo[h]quinazolin-4-amine"	"CC1=CN(C=N1)C2=CC=CC(=C2)NC3=NC=NC4=C3CCC5=CC=CC=C54"	0.3
"1,1,1,3,3,3-hexafluoro-2-(fluoromethoxy)propane"	"C(OC(C(F)(F)F)C(F)(F)F)F"	0.3
"6-(trifluoromethoxy)-1,3-benzothiazol-2-amine"	"C1=CC2=C(C=C1OC(F)(F)F)SC(=N2)N"	0.3
"ethene"	"C=C"	0.3
"2-butyl-6,7-dimethoxy-3,3a,4,8b-tetrahydro-1h-indeno[1,2-c]pyrrole;hydrochloride"	"CCCCN1CC2CC3=CC(=C(C=C3C2C1)OC)OC.Cl"	0.31
"9-methoxy-4-methyl-11-oxa-4-azatetracyclo[8.6.1.01,12.06,17]heptadeca-6(17),7,9,15-tetraen-14-ol"	"CN1CCC23C=CC(CC2OC4=C(C=CC(=C34)C1)OC)O"	0.32
"(1s,12s,14r)-9-methoxy-4-methyl-11-oxa-4-azatetracyclo[8.6.1.01,12.06,17]heptadeca-6(17),7,9,15-tetraen-14-ol"	"CN1CC[C@@]23C=C[C@@H](C[C@@H]2OC4=C(C=CC(=C34)C1)OC)O"	0.32
"3-pyrrolidin-2-ylpyridine"	"C1CC(NC1)C2=CN=CC=C2"	0.32
"(4r,4ar,7ar,12bs)-9-methoxy-3-methyl-1,2,4,4a,5,6,7a,13-octahydro-4,12-methanobenzofuro[3,2-e]isoquinolin-7-one"	"CN1CC[C@]23[C@@H]4[C@H]1CC5=C2C(=C(C=C5)OC)O[C@H]3C(=O)CC4"	0.32
"1-[(4-fluorophenyl)methyl]-2-[4-(4-methylpyrazol-1-yl)piperidin-1-yl]benzimidazole"	"CC1=CN(N=C1)C2CCN(CC2)C3=NC4=CC=CC=C4N3CC5=CC=C(C=C5)F"	0.32
"1,2,3,4-tetrahydroisoquinolin-4-ol"	"C1C(C2=CC=CC=C2CN1)O"	0.32
"3-[(2s)-pyrrolidin-2-yl]pyridine"	"C1C[C@H](NC1)C2=CN=CC=C2"	0.32
"n-(2,6-dibromophenyl)-4,5-dihydro-1h-imidazol-2-amine"	"C1CN=C(N1)NC2=C(C=CC=C2Br)Br"	0.33
"1,1,1,2-tetrachloroethane"	"C(C(Cl)(Cl)Cl)Cl"	0.33
"2-(diethylamino)-n-(2,6-dimethylphenyl)acetamide"	"CCN(CC)CC(=O)NC1=C(C=CC=C1C)C"	0.34
"3-bromo-3-chloro-1,1,1-trifluoropropane"	"C(C(Cl)Br)C(F)(F)F"	0.35
"5-ethyl-5-hexyl-1,3-diazinane-2,4,6-trione"	"CCCCCCC1(C(=O)NC(=O)NC1=O)CC"	0.36
"ethyl n-[5-amino-3-[(4-methoxy-n-methylanilino)methyl]-1,2-dihydropyrido[3,4-b]pyrazin-7-yl]carbamate"	"CCOC(=O)NC1=NC(=C2C(=C1)NCC(=N2)CN(C)C3=CC=C(C=C3)OC)N"	0.36
"2-methoxy-2-methylpropane"	"CC(C)(C)OC"	0.36
"n-[[2-methoxy-5-(1,3-thiazol-2-yl)phenyl]methyl]-2-phenylpiperidin-3-amine"	"COC1=C(C=C(C=C1)C2=NC=CS2)CNC3CCCNC3C4=CC=CC=C4"	0.36
"(2r)-2-[1-[(4-methylphenyl)methyl]benzimidazol-2-yl]morpholine"	"CC1=CC=C(C=C1)CN2C3=CC=CC=C3N=C2[C@H]4CNCCO4"	0.36
"7-(2,4-dichlorophenyl)-2-methyl-4-[3-(trifluoromethyl)pyrazol-1-yl]-5,6-dihydropyrrolo[2,3-d]pyrimidine"	"CC1=NC(=C2CCN(C2=N1)C3=C(C=C(C=C3)Cl)Cl)N4C=CC(=N4)C(F)(F)F"	0.36
"8-chloro-2-[3-(4-phenylpiperidin-1-yl)cyclopenten-1-yl]-3h-quinazolin-4-one"	"C1CC(=CC1N2CCC(CC2)C3=CC=CC=C3)C4=NC5=C(C=CC=C5Cl)C(=O)N4"	0.36
"2-cyano-n-methyl-4-[(1-methylpiperidin-4-yl)methoxy]-6-(spiro[3.5]nonan-7-ylmethylamino)pyrimidine-5-carboxamide"	"CNC(=O)C1=C(N=C(N=C1OCC2CCN(CC2)C)C#N)NCC3CCC4(CCC4)CC3"	0.37
"2-benzhydryl-n-[(2-methoxyphenyl)methyl]-1-azabicyclo[2.2.2]octan-3-amine"	"COC1=CC=CC=C1CNC2C3CCN(C2C(C4=CC=CC=C4)C5=CC=CC=C5)CC3"	0.37
"1,1,2,2-tetrachloroethene"	"C(=C(Cl)Cl)(Cl)Cl"	0.37
"2-[3-(tert-butylamino)-2-hydroxypropoxy]benzonitrile"	"CC(C)(C)NCC(COC1=CC=CC=C1C#N)O"	0.38
"n-(2,5-dichlorophenyl)-4,5-dihydro-1h-imidazol-2-amine"	"Clc1ccc(Cl)c(c1)[NH+]=C2NCCN2"	0.38
